int,int,string,int,float,int,int,float,float,float,int,int,int,int,float,float,float,float,float,float,float,float,float,float,float,float,float,float
2650,0,"CREATURE\PROTODRAGON\PROTODRAGON.M2",2,1.000000,3,5,18.000000,12.000000,2.000000,0,0,0,2516,0.611112,2.031280,6.929270,-13.582631,-11.829700,-0.161859,6.815270,12.178707,7.524527,0.400000,4.000000,0.000000,0.000000,0.000000
2651,12288,"CREATURE\QUESTOBJECTS\CREATURE_DEMONCRYSTAL_02.M2",0,1.000000,0,0,12.000000,18.000000,1.000000,0,0,0,2517,0.611111,2.031280,0.000000,-3.560143,-3.585061,0.552099,3.586655,3.561738,8.205457,1.000000,1.000000,0.000000,0.000000,0.000000
2652,12288,"WORLD\GENERIC\PASSIVEDOODADS\MISC\WHEELBARROW\CAVEMINEWHEELBARROW01.M2",0,1.000000,3,0,18.000000,12.000000,1.000000,0,0,0,2518,2.877000,1.199740,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000
2653,12288,"CREATURE\SNOWFLAKECREATURE\SNOWFLAKECREATURE.M2",0,1.000000,0,0,18.000000,12.000000,1.000000,0,0,0,2519,0.611200,2.031000,0.000000,-1.190970,-1.319384,0.271564,1.588836,1.647566,4.551890,1.000000,1.000000,0.000000,0.000000,0.000000
2654,0,"CREATURE\BRUTALLUS\BRUTALLUS.M2",3,1.000000,2,5,18.000000,12.000000,1.000000,0,82,12,2520,0.611112,2.031280,0.000000,-8.206514,-2.367606,-0.066967,2.084321,2.716282,4.478281,1.000000,1.000000,0.000000,0.000000,0.000000
2655,4096,"CREATURE\MURU\MURU.M2",2,1.000000,0,0,18.000000,12.000000,1.000000,0,0,0,2521,0.611200,2.031000,0.000000,-2.408951,-2.476408,0.805461,2.465610,2.500221,8.060759,1.000000,1.000000,0.000000,0.000000,0.000000
2656,12291,"CREATURE\GYROCOPTER\GYROCOPTER_02.M2",0,1.000000,3,4,18.000000,12.000000,1.000000,0,0,0,2523,0.611112,2.031280,0.073615,-3.183804,-2.165163,0.944869,1.643400,2.159211,3.743458,1.000000,1.000000,0.000000,0.000000,0.000000
2657,12291,"CREATURE\GYROCOPTER\GYROCOPTER_01.M2",0,1.000000,3,4,18.000000,12.000000,1.000000,0,0,0,2523,0.611112,2.031280,0.073615,-3.183804,-2.165163,0.944869,1.643400,2.159211,3.743458,1.000000,1.000000,0.000000,0.000000,0.000000
2658,12288,"SPELLS\MISSILE_SNOWBALL.M2",0,1.000000,0,0,18.000000,12.000000,1.000000,0,0,0,2524,0.000000,0.000000,0.000000,-0.366510,-0.362254,-0.187775,0.366514,0.370770,0.191716,1.000000,1.000000,0.000000,0.000000,0.000000
2659,4096,"CREATURE\FIRESPRITE\FIRESPRITE.M2",0,1.000000,0,0,18.000000,12.000000,1.000000,0,0,0,2525,0.611112,2.031280,0.000000,-1.125063,-1.484261,0.114132,1.857379,1.498181,3.323622,1.000000,1.000000,0.000000,0.000000,0.000000
2660,1,"CREATURE\ARCANEVOIDWRAITH\ARCANEVOIDWRAITH.M2",2,1.000000,3,4,18.000000,12.000000,1.000000,0,0,0,2526,0.611112,2.031280,0.000000,-1.939737,-2.291980,-0.133405,2.098075,2.117031,4.122591,1.000000,1.000000,0.000000,0.000000,0.000000
2661,12290,"CREATURE\FELGOLEM\FELGOLEM.M2",2,1.000000,3,1,18.000000,12.000000,1.000000,0,0,0,2527,0.611112,2.031280,0.000000,-1.072231,-2.160341,-0.193287,2.652416,2.030693,4.296070,1.000000,1.000000,0.000000,0.000000,0.000000
2662,12288,"SPELLS\CREATURE_SPELLPORTALLARGE_PURPLE.M2",0,1.000000,0,0,18.000000,12.000000,1.000000,0,0,0,2528,0.000000,0.000000,0.000000,-3.485082,-5.059741,-2.006660,3.564404,6.230626,12.149076,1.000000,1.000000,0.000000,0.000000,0.000000
2663,12288,"WORLD\GOOBER\G_GNOMEMULTIBOX.M2",0,1.000000,0,0,18.000000,12.000000,1.000000,0,0,0,2529,1.502500,2.781225,0.000000,-1.142897,-1.043133,-0.004329,1.041768,1.170494,2.889448,1.000000,1.000000,0.000000,0.000000,0.000000
2664,8192,"CREATURE\HOLIDAYROBOT\HOLIDAYROBOT.M2",1,1.000000,3,1,18.000000,12.000000,1.000000,0,0,0,2530,0.611112,2.031280,0.000000,-1.627612,-2.014386,-0.251250,1.100031,2.110101,3.825242,1.000000,1.000000,0.000000,0.000000,0.000000
2665,8192,"CREATURE\ORACLE\ORACLE.M2",0,1.000000,0,4,18.000000,12.000000,1.000000,0,0,0,2513,0.611200,2.031000,0.000000,-1.866995,-1.667166,-0.010626,1.665195,1.223156,2.439527,1.000000,1.000000,0.000000,0.000000,0.000000
2666,4096,"CREATURE\FLYINGREINDEER\FLYINGREINDEER.M2",1,1.000000,1,6,18.000000,12.000000,1.000000,0,0,0,4046,0.611112,2.031280,2.132604,-1.427523,-0.963081,-0.015816,2.425704,1.129207,2.914156,1.000000,1.000000,0.000000,0.000000,0.000000
2667,12288,"SPELLS\METEOR_BALL_MISSILE.M2",0,1.000000,1,0,18.000000,12.000000,1.000000,0,0,0,2532,0.000000,0.000000,0.000000,-1.600441,-2.720356,-2.720357,1.600441,2.720356,2.720356,1.000000,1.000000,0.000000,0.000000,0.000000
2668,8211,"CREATURE\SIEGEVEHICLE\SIEGEVEHICLE.M2",2,1.000000,0,0,18.000000,12.000000,1.000000,0,0,0,2533,7.778000,8.333000,0.000000,-6.310678,-5.528345,-0.220268,9.232588,5.527174,7.658410,1.000000,1.000000,0.000000,0.000000,0.000000
2669,4096,"CREATURE\DRAGONHAWK\DRAGONHAWK.M2",0,1.000000,0,0,18.000000,12.000000,1.000000,0,0,0,2228,0.611112,2.031280,2.352590,-3.975619,-4.173767,-0.412431,3.366518,4.122332,4.816375,1.000000,1.000000,0.000000,0.000000,0.000000
2670,12307,"WORLD\GOOBER\G_SCOURGERUNECIRCLECRYSTAL.M2",0,1.000000,1,0,18.000000,12.000000,1.000000,0,0,0,2535,0.000000,0.000000,0.000000,-10.395157,-10.426810,0.001292,10.475292,10.443639,2.005963,1.000000,1.000000,0.000000,0.000000,0.000000
2671,12288,"WORLD\GOOBER\G_CONTROLCONSOLEZIPPELIN.M2",0,1.000000,0,0,18.000000,12.000000,1.000000,0,0,0,2536,0.536400,1.667840,0.000000,-0.283605,-0.573923,-0.054419,0.361796,0.577534,1.494325,1.000000,1.000000,0.000000,0.000000,0.000000
2672,12288,"CREATURE\FLYINGMACHINECREATURE_VEHICLE\FLYINGMACHINECREATURE_VEHICLE.M2",1,1.000000,3,4,18.000000,12.000000,1.000000,0,0,0,2537,0.611112,2.031280,0.426886,-2.772110,-3.516920,1.413970,2.668926,3.562483,5.628866,1.000000,1.000000,0.000000,0.000000,0.000000
2673,12288,"WORLD\GENERIC\TAUREN\PASSIVE DOODADS\KITES\TAURENKITE03.M2",0,1.000000,0,0,18.000000,12.000000,1.000000,0,0,0,2538,0.000000,0.000000,0.000000,-0.474900,-0.537541,0.524402,0.939304,0.541001,3.872912,1.000000,1.000000,0.000000,0.000000,0.000000
2674,4096,"CREATURE\ROCKETCHICKEN\ROCKETCHICKEN.M2",0,1.000000,3,5,4.000000,3.000000,1.000000,0,0,0,2542,0.611112,2.031280,0.000000,-0.279040,-0.398105,0.000307,0.283868,0.380212,0.441670,1.000000,1.000000,0.000000,0.000000,0.000000
2675,0,"CREATURE\KAELTHAS_BROKEN\KAELTHASBROKEN.M2",1,1.000000,1,1,18.000000,12.000000,1.000000,0,0,0,2539,0.611200,2.031000,0.000000,-0.478447,-0.512585,-0.004676,0.320658,0.473361,2.170681,1.000000,1.000000,0.000000,0.000000,0.000000
2676,12288,"CREATURE\DRAGONKITE\DRAGONKITE.M2",0,1.000000,3,4,18.000000,12.000000,1.000000,0,0,0,2540,0.611112,2.031280,0.000000,-5.585237,-2.513242,1.046995,0.862743,2.327740,3.531740,1.000000,1.000000,0.000000,0.000000,0.000000
2677,0,"CREATURE\FELELFWARRIORMALE\FELELFWARRIORMALE.M2",1,1.000000,1,1,12.000000,14.000000,1.000000,0,0,0,2541,0.611112,2.031280,1.166132,-0.950602,-0.860487,-0.004498,0.883586,0.886420,2.165128,1.000000,1.000000,0.000000,0.000000,0.000000
2678,0,"CREATURE\FELELFCASTERFEMALE\FELELFCASTERFEMALE.M2",0,1.000000,1,1,18.000000,12.000000,1.000000,0,0,0,2543,0.611112,2.031281,1.158007,-0.826665,-0.492242,0.000475,0.326103,0.386725,2.232300,1.000000,1.000000,0.000000,0.000000,0.000000
2679,12288,"WORLD\GENERIC\PASSIVEDOODADS\SUMMERFESTIVAL\SUMMERFEST_BONFIRE_LARGE01.M2",0,1.000000,0,0,18.000000,12.000000,1.000000,0,0,0,2545,10.072800,6.471760,0.000000,-5.199420,-5.219851,-1.946326,5.153739,5.133307,6.091428,1.000000,1.000000,0.000000,0.000000,0.000000
2680,0,"CREATURE\PROTODRAGON\PROTODRAGON.M2",1,1.000000,3,5,18.000000,12.000000,1.000000,0,0,0,2516,0.611112,2.031280,6.929265,-13.582631,-11.829700,-0.161859,6.815270,12.178707,7.524527,1.000000,1.000000,0.000000,0.000000,0.000000
2681,0,"CREATURE\MURLOCCOSTUME\MURLOCCOSTUME_NOFLAG.M2",1,1.000000,1,4,18.000000,12.000000,1.000000,0,0,0,2546,0.611200,2.031000,0.000000,-1.351396,-1.193250,-0.002218,0.605834,1.099059,2.588011,1.000000,1.000000,0.000000,0.000000,0.000000
2682,0,"CREATURE\MURLOCCOSTUME\MURLOCCOSTUME_WHITEFLAG.M2",1,1.000000,1,4,18.000000,12.000000,1.000000,0,0,0,2547,0.611200,2.031000,0.000000,-1.351396,-1.754640,-0.002218,0.734284,1.099059,2.588011,1.000000,1.000000,0.000000,0.000000,0.000000
2683,4096,"CREATURE\RIDINGWYVERNARMORED\RIDINGWYVERNARMORED.M2",0,1.000000,0,5,18.000000,12.000000,1.000000,0,0,0,2548,0.611112,2.031280,1.328667,-4.640996,-1.618196,-0.324002,1.732878,1.038783,2.116598,0.310000,1.000000,0.000000,0.000000,0.000000
2684,12288,"WORLD\GOOBER\G_EGGSPIDER.M2",0,1.000000,0,0,18.000000,12.000000,1.000000,0,0,0,2549,1.347761,1.586930,0.000000,-0.988649,-0.613356,-0.110452,0.827556,0.625544,1.510131,0.310000,1.000000,0.000000,0.000000,0.000000
2685,12288,"WORLD\GOOBER\G_NECROPOLIS.M2",4,1.000000,0,0,18.000000,12.000000,1.000000,0,0,0,2550,0.000000,0.000000,0.000000,-17.386515,-21.496056,-6.373473,17.656475,21.452433,53.361954,1.000000,1.000000,0.000000,0.000000,0.000000
2686,0,"CREATURE\EREDARFEMALE\EREDARFEMALE.M2",2,1.000000,3,3,18.000000,12.000000,1.000000,0,0,0,2551,0.611112,2.031280,1.286726,-0.558173,-0.822678,0.000120,0.530793,0.831668,2.388010,1.000000,1.000000,0.000000,0.000000,0.000000
2687,0,"CREATURE\KILJAEDEN\KILJAEDEN.M2",4,1.000000,0,0,18.000000,12.000000,1.000000,0,0,12,2552,0.611112,2.031280,0.000000,-2.390322,-2.151019,-3.088065,2.297825,2.466463,3.635323,1.000000,1.000000,0.000000,0.000000,0.000000
2688,12288,"WORLD\GENERIC\TAUREN\PASSIVE DOODADS\TAURENRUGS\TAURENRUG02.M2",0,1.000000,0,0,18.000000,12.000000,1.000000,0,0,0,2553,0.000000,0.000000,0.000000,-1.350365,-0.890608,0.003639,1.336565,0.901976,0.042982,1.000000,1.000000,0.000000,0.000000,0.000000
2689,4096,"CREATURE\FROSTWURMFELLFIRE\FROSTWURMFELLFIRE.M2",2,1.000000,0,5,18.000000,12.000000,1.000000,0,2,12,2554,0.611112,2.031280,8.139029,-20.146122,-9.707136,-0.697432,9.732647,9.767490,13.759516,1.000000,1.000000,0.000000,0.000000,0.000000
2690,0,"CREATURE\FELELFCASTERMALE\FELELFCASTERMALE.M2",0,1.000000,1,1,18.000000,12.000000,1.000000,0,0,0,2555,0.611112,2.031280,1.166132,-0.950602,-0.860487,-0.057017,0.883586,0.886420,2.183447,1.000000,1.000000,0.000000,0.000000,0.000000
2691,0,"CREATURE\FELELFHUNTERFEMALE\FELELFHUNTERFEMALE.M2",0,1.000000,1,1,18.000000,12.000000,1.000000,0,0,0,2556,0.611112,2.031281,1.158007,-0.826665,-0.492242,0.000475,0.326103,0.303949,1.985620,1.000000,1.000000,0.000000,0.000000,0.000000
2692,0,"CREATURE\VOIDGOD\VOIDGOD.M2",2,1.000000,0,0,18.000000,12.000000,1.000000,0,0,0,2557,0.611112,2.031280,0.000000,-1.306432,-1.535800,0.460932,0.909902,1.563325,3.642948,1.000000,1.000000,0.000000,0.000000,0.000000
2693,12307,"CREATURE\GROUNDFLOWER\GROUNDFLOWER.M2",0,1.000000,0,0,18.000000,12.000000,1.000000,0,0,0,2558,0.611112,2.031280,0.000000,1.000000,1.000000,1.000000,-1.000000,-1.000000,-1.000000,1.000000,1.000000,0.000000,0.000000,0.000000
2694,12291,"CREATURE\VRYKULBOAT\TRANSPORT_VRYKUL_MEDIUMLIGHT.M2",2,1.000000,3,0,18.000000,12.000000,1.000000,0,0,0,2559,66.191597,24.547680,4.949482,-32.623703,-13.557888,-5.827749,39.060780,13.871599,44.439377,1.000000,1.000000,0.000000,0.000000,0.000000
2695,12288,"WORLD\EXPANSION01\DOODADS\BLOODMYST\WEBS\COCOON_YELLOW.M2",0,1.000000,0,0,18.000000,12.000000,1.000000,0,0,0,2560,0.000000,0.000000,0.000000,-1.247049,-1.441736,-0.332708,1.257095,1.449800,2.318090,1.000000,1.000000,0.000000,0.000000,0.000000
2696,12305,"SPELLS\LIGHTNINGSTORM_CLOUD_STATE.M2",2,1.000000,3,0,18.000000,12.000000,1.000000,0,0,0,2561,0.000000,0.000000,0.000000,-7.812839,-7.921497,0.000000,7.998112,7.893131,9.225676,1.000000,1.000000,0.000000,0.000000,0.000000
2697,12288,"SPELLS\STEAM.M2",0,1.000000,3,0,18.000000,12.000000,1.000000,0,0,0,2562,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,-1.000000,-1.000000,-1.000000,1.000000,1.000000,0.000000,0.000000,0.000000
2698,4096,"CREATURE\DRAGONKALECGOS\DRAGONKALECGOS.M2",3,1.000000,3,5,30.000000,20.000000,2.000000,0,2,12,2563,0.611112,2.031280,8.139029,-20.146122,-9.707140,-0.697431,10.121552,9.767490,13.759518,1.000000,1.000000,0.000000,0.000000,0.000000
2699,0,"CREATURE\KALECGOS\KALECGOS.M2",1,1.000000,1,1,12.000000,10.000000,1.000000,0,0,0,2564,0.611112,2.031280,1.036183,-0.630401,-0.477784,-0.001828,0.334611,0.471355,2.006346,1.000000,1.000000,0.000000,0.000000,0.000000
2700,0,"CREATURE\MOUNTAINGIANTNORTHREND\MOUNTAINGIANT_HOWLING.M2",3,1.000000,3,1,18.000000,12.000000,1.000000,0,2,12,2771,0.611200,2.031000,0.000000,-6.370946,-5.884487,-0.021337,2.789077,4.891731,14.717496,1.000000,1.000000,0.000000,0.000000,0.000000
2701,12288,"CREATURE\FLYINGBOMBER\FLYINGBOMBER.M2",0,1.000000,3,4,18.000000,12.000000,1.000000,0,0,0,2566,0.611200,2.031000,-0.250009,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000
2702,12288,"WORLD\EXPANSION01\DOODADS\SUNWELL\PASSIVEDOODADS\SUNWELL\SUNWELL_FX.M2",0,1.000000,0,0,18.000000,12.000000,1.000000,0,0,0,2567,0.000000,0.000000,0.000000,-40.655212,-46.091072,-20.380154,40.370930,46.095768,294.175201,1.000000,1.000000,0.000000,0.000000,0.000000
2703,4096,"CREATURE\MURU\MURU.M2",2,1.000000,0,0,18.000000,12.000000,1.000000,0,0,0,2568,0.611200,2.031000,0.000000,-2.408951,-2.476408,0.805461,2.465610,2.500221,8.060759,1.000000,1.000000,0.000000,0.000000,0.000000
2704,0,"CREATURE\DIREFURBOLG\DIREFURBOLG.M2",1,1.000000,0,7,18.000000,12.000000,1.000000,0,0,0,2569,0.611112,2.031280,0.000000,-0.575622,-0.938663,-0.016528,1.128439,0.967736,2.101517,1.000000,1.000000,0.000000,0.000000,0.000000
2705,12289,"CREATURE\FROSTLORD\FROSTLORDCORE.M2",2,1.000000,0,0,18.000000,12.000000,1.000000,0,0,0,2570,0.611111,2.031280,0.000000,-3.560143,-3.585061,0.552099,3.586655,3.561737,8.205457,1.000000,1.000000,0.000000,0.000000,0.000000
2706,1,"CREATURE\FROSTLORD\FROSTLORD.M2",0,1.000000,0,0,18.000000,12.000000,1.000000,0,0,0,2571,0.611112,2.031280,0.000000,-16.726450,-19.174805,-5.780576,21.280483,18.643002,49.097797,1.000000,1.000000,0.000000,0.000000,0.000000
2707,4096,"CREATURE\ELEKK\ELEKKWILD.M2",2,1.000000,3,3,24.000000,20.000000,1.000000,0,1,10,2207,0.611112,2.031280,2.680862,-2.318729,-2.735859,-0.123080,3.491957,1.942699,4.520982,1.000000,1.000000,0.000000,0.000000,0.000000
2708,4096,"CREATURE\ARCTICCONDOR\ARCTICCONDOR.M2",0,1.000000,0,0,18.000000,12.000000,1.000000,0,0,0,2572,0.611112,2.031280,0.000000,-1.587042,-3.401952,0.504558,2.252631,3.435441,4.467901,1.000000,1.000000,0.000000,0.000000,0.000000
2709,19,"CREATURE\FIREDANCER\FIREDANCER.M2",1,1.000000,3,3,10.000000,10.000000,1.000000,0,0,0,2573,0.711400,2.464000,0.000000,-0.433973,-0.455811,0.000120,0.365669,0.450666,2.408964,1.000000,1.000000,0.000000,0.000000,0.000000
2710,4096,"CREATURE\DRAKE\DRAKE.M2",0,1.000000,1,1,18.000000,12.000000,1.000000,0,0,10,508,0.611200,2.031000,2.600726,-6.451479,-10.211523,-0.551221,2.749523,10.210951,11.512608,1.000000,1.000000,0.000000,0.000000,0.000000
2711,4096,"CREATURE\DRAKE\DRAKE.M2",2,1.000000,1,1,18.000000,12.000000,1.000000,0,0,10,508,0.611200,2.031000,2.600726,-6.451479,-10.211523,-0.551221,2.749523,10.210951,11.512608,1.000000,1.000000,0.000000,0.000000,0.000000
2712,0,"CREATURE\SEAVRYKULMALE\SEAVRYKULMALE.M2",0,1.000000,1,4,18.000000,12.000000,1.000000,0,0,0,2574,0.611112,2.031280,2.745128,-2.737677,-2.615592,0.010770,2.054863,2.626946,4.548738,1.000000,1.000000,0.000000,0.000000,0.000000
2713,4096,"CREATURE\NERUBIANWARRIOR\NERUBIANWARRIOR.M2",0,1.000000,3,1,6.000000,4.000000,1.000000,0,0,0,2575,0.611112,2.031280,0.000000,-2.571472,-2.307530,-0.196898,2.079095,2.306995,3.304590,1.000000,1.500000,0.000000,0.000000,0.000000
2714,4096,"CREATURE\NERUBIANCASTER\NERUBIANCASTER.M2",1,1.000000,3,1,18.000000,12.000000,1.000000,0,0,0,2576,0.611112,2.031280,0.000000,-2.571472,-2.307529,-0.196898,2.041418,2.306995,3.300471,1.000000,1.500000,0.000000,0.000000,0.000000
2715,4096,"CREATURE\NERUBIAN\NERUBIAN.M2",1,1.000000,3,1,6.000000,4.000000,1.000000,0,0,0,2577,0.611112,2.031280,0.000000,-2.571472,-2.307530,-0.196898,2.041418,2.306995,3.187894,1.000000,1.000000,0.000000,0.000000,0.000000
2716,4096,"CREATURE\WOLF\WOLF.M2",1,1.000000,0,7,18.000000,12.000000,1.000000,0,0,0,43,0.611112,2.031280,0.000000,-2.256680,-0.634410,0.001694,1.586745,0.665418,1.702782,1.000000,1.000000,0.000000,0.000000,0.000000
2717,4096,"CREATURE\DIREWOLF\RIDINGDIREWOLF.M2",0,1.000000,0,7,18.000000,12.000000,1.000000,0,0,0,2578,0.611112,2.031280,1.399110,-2.152961,-0.575958,-0.140682,1.589405,0.546911,1.879034,1.000000,1.000000,0.000000,0.000000,0.000000
2718,12315,"CREATURE\ROCKETMOUNT\ROCKETMOUNT.M2",0,1.000000,3,0,18.000000,12.000000,1.000000,0,0,0,2579,0.611112,2.031280,0.590361,-2.246060,-0.858282,0.099018,2.212025,0.830693,2.696840,1.000000,1.000000,0.000000,0.000000,0.000000
2719,4096,"CREATURE\PHOENIXPET\PHOENIXPET.M2",0,1.000000,1,0,18.000000,12.000000,1.000000,0,0,0,2580,0.611112,2.031280,0.000000,-0.896123,-1.320889,0.093450,0.940604,1.334327,2.101662,1.000000,1.000000,0.000000,0.000000,0.000000
2720,12288,"SPELLS\MAGEPORTAL_BLANK.M2",2,1.000000,0,0,18.000000,12.000000,1.000000,0,0,0,2581,0.416600,2.361000,0.000000,1.000000,1.000000,1.000000,-1.000000,-1.000000,-1.000000,1.000000,1.000000,0.000000,0.000000,0.000000
2721,12288,"WORLD\GENERIC\ACTIVEDOODADS\SPELLPORTALS\MAGEPORTAL_SHATTRATH.M2",2,1.000000,0,0,18.000000,12.000000,1.000000,0,0,0,2582,0.000000,0.000000,0.000000,0.000000,-1.561411,0.175986,0.000000,1.561411,3.648433,1.000000,1.000000,0.000000,0.000000,0.000000
2722,12288,"WORLD\GOOBER\G_JEWELBLACK.M2",1,1.000000,0,0,18.000000,12.000000,1.000000,0,0,0,2583,0.416666,1.388891,0.000000,-1.463389,-1.777932,-0.619562,1.457933,1.778948,3.534489,1.000000,1.000000,0.000000,0.000000,0.000000
2723,4096,"CREATURE\DRAGON\DRAGON.M2",4,1.000000,1,5,30.000000,20.000000,3.000000,0,2,12,191,0.611200,2.031000,8.139028,-20.146122,-9.710936,-0.694383,9.732643,9.767405,13.758296,1.000000,1.000000,0.000000,0.000000,0.000000
2724,12288,"WORLD\GENERIC\PASSIVEDOODADS\BABIES\BABY_TA.M2",0,1.000000,0,0,18.000000,12.000000,1.000000,0,0,0,2584,0.611200,2.031000,0.000000,-0.583381,-0.531034,-0.045662,0.584259,0.511716,0.609665,1.000000,1.000000,0.000000,0.000000,0.000000
2725,4096,"CREATURE\NERUBIANSPIDERLING\NERUBIANSPIDERLING.M2",0,1.000000,3,4,6.000000,4.000000,1.000000,0,0,0,2585,0.611112,2.031280,0.000000,-1.419693,-1.800677,-0.052942,1.366587,1.801822,2.473928,1.000000,1.000000,0.000000,0.000000,0.000000
2726,4096,"CREATURE\FORSAKENCATAPULT\FORSAKENCATAPULT.M2",0,1.000000,0,0,18.000000,12.000000,1.000000,0,0,0,2587,0.611112,2.031280,1.800083,-3.434613,-2.666506,-0.753027,4.268676,2.696218,6.657107,1.000000,1.000000,0.000000,0.000000,0.000000
2727,4099,"CREATURE\FORSAKENCATAPULT\FORSAKENCATAPULT.M2",0,1.000000,3,4,18.000000,12.000000,1.000000,0,0,0,2587,0.611112,2.031280,1.800083,-3.434613,-2.666506,-0.753027,4.268676,2.696218,6.657107,1.000000,1.000000,0.000000,0.000000,0.000000
2728,4096,"CREATURE\FLYINGNERUBIAN\FLYINGNERUBIAN.M2",0,1.000000,3,4,18.000000,12.000000,1.000000,0,0,0,2588,0.611200,2.031000,0.000000,-2.081826,-2.483240,-0.006417,2.087939,2.526642,2.109186,1.000000,1.000000,0.000000,0.000000,0.000000
2729,12288,"WORLD\GENERIC\HUMAN\PASSIVE DOODADS\MEAT\BLOODYMEAT02.M2",0,1.000000,0,0,18.000000,12.000000,1.000000,0,0,0,2595,0.618971,0.737225,0.000000,-0.706571,-1.018437,-0.004159,0.411174,0.560466,0.755560,1.000000,1.000000,0.000000,0.000000,0.000000
2730,12315,"WORLD\AZEROTH\KARAZAHN\PASSIVEDOODADS\PEDESTALS\KARAZAHNPEDESTALS02.M2",0,1.000000,0,0,18.000000,12.000000,1.000000,0,0,0,2596,3.787000,5.206580,0.000000,-1.907112,-1.975460,-0.036731,1.878037,1.809688,5.182298,1.000000,1.000000,0.000000,0.000000,0.000000
2731,4096,"CREATURE\WYVERN\WYVERN.M2",0,1.000000,0,0,18.000000,12.000000,1.000000,0,0,0,85,0.611112,2.031280,1.193891,-3.258461,-5.229759,0.849886,3.439852,5.235108,7.616106,1.000000,1.000000,0.000000,0.000000,0.000000
2732,4096,"CREATURE\WYVERN\WYVERN_ARMORED.M2",0,1.000000,0,0,18.000000,12.000000,1.000000,0,0,0,2238,0.694400,2.083000,1.193891,-3.456427,-5.225965,0.071257,3.382529,5.230200,6.779827,1.000000,1.000000,0.000000,0.000000,0.000000
2733,0,"CREATURE\NERUBIANPRIEST\NERUBIANPRIEST.M2",0,1.000000,0,0,18.000000,12.000000,1.000000,0,0,0,2597,0.611112,2.031280,0.000000,-1.525593,-1.048664,-0.031149,1.553108,1.000010,3.219615,1.000000,1.000000,0.000000,0.000000,0.000000
2734,0,"CREATURE\CLOCKWORKGNOME\CLOCKWORKGNOME.M2",0,1.000000,3,1,18.000000,12.000000,1.000000,0,0,0,2598,0.611112,2.031280,0.410099,-0.258696,-0.382034,-0.002125,0.187306,0.388049,1.020944,1.000000,1.000000,0.000000,0.000000,0.000000
2735,0,"CREATURE\CLOCKWORKGNOME\CLOCKWORKGNOME_A.M2",0,1.000000,3,4,18.000000,12.000000,1.000000,0,0,0,2599,0.611112,2.031280,0.410099,-0.258696,-0.382034,-0.002125,0.187306,0.388049,1.117820,1.000000,1.000000,0.000000,0.000000,0.000000
2736,0,"CREATURE\CLOCKWORKGNOME\CLOCKWORKGNOME_B.M2",0,1.000000,3,1,18.000000,12.000000,1.000000,0,0,0,2600,0.611112,2.031280,0.410099,-0.258696,-0.382034,-0.002125,0.187306,0.388049,1.020944,1.000000,1.000000,0.000000,0.000000,0.000000
2737,0,"CREATURE\CLOCKWORKGNOME\CLOCKWORKGNOME_C.M2",0,1.000000,3,1,18.000000,12.000000,1.000000,0,0,0,2601,0.611112,2.031280,0.410099,-0.258696,-0.382034,-0.002125,0.187306,0.388049,1.020944,1.000000,1.000000,0.000000,0.000000,0.000000
2738,0,"CREATURE\CLOCKWORKGNOME\CLOCKWORKGNOME_D.M2",0,1.000000,3,1,18.000000,12.000000,1.000000,0,0,0,2602,0.611112,2.031280,0.410099,-0.258696,-0.382034,-0.002125,0.191336,0.388049,1.050376,1.000000,1.000000,0.000000,0.000000,0.000000
2739,4096,"CREATURE\DRAGON\NORTHRENDDRAGON.M2",4,1.000000,1,5,30.000000,20.000000,3.000000,0,2,12,2603,0.611112,2.031280,8.139030,-20.141609,-9.659353,-0.580818,9.742860,9.589688,13.899612,0.400000,3.300000,0.000000,0.000000,0.000000
2740,4096,"CREATURE\NORTHRENDFROSTWURM\NORTHRENDFROSTWURM.M2",3,1.000000,3,5,18.000000,12.000000,1.000000,0,0,0,2604,0.611112,2.031280,8.139030,-20.141626,-9.659342,-0.580821,9.742855,9.589674,13.899626,1.000000,1.000000,0.000000,0.000000,0.000000
2741,4096,"CREATURE\NORTHRENDNIGHTBANE\NORTHRENDNIGHTBANE.M2",2,1.000000,3,5,18.000000,12.000000,1.000000,0,0,0,2605,0.611112,2.031280,8.139028,-18.753597,-10.502794,-0.484611,10.063946,10.429792,13.894585,1.000000,1.000000,0.000000,0.000000,0.000000
2742,8211,"CREATURE\SIEGEVEHICLE\SIEGEVEHICLE.M2",1,1.000000,3,4,18.000000,12.000000,1.000000,0,0,0,2533,7.778000,8.333000,0.000000,-6.310678,-5.528345,-0.220268,9.232588,5.527174,7.658410,1.000000,1.000000,0.000000,0.000000,0.000000
2743,0,"CREATURE\DREADLORD\DREADLORD.M2",2,1.000000,2,3,18.000000,12.000000,1.000000,0,0,0,130,0.611200,2.031000,0.000000,-2.898680,-2.365770,-0.182645,1.039702,2.260314,3.467349,1.000000,1.000000,0.000000,0.000000,0.000000
