int,int,int,int,float,int,int,int,int,int,int,string,int,int,int,int,int,int,int,int,int,int,int,int,int,int,int,int,int,int,int,int,int,float,float,int
989,1,440,332,2.000015,0,0,0,0,0,0,"Uldum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.000000,0
990,1,440,333,2.000015,0,0,0,0,0,50,"Valley of the Watchers",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.000000,0
991,1,440,334,2.000015,0,0,0,0,0,0,"Gunstan's Post",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.000000,0
992,1,440,335,2.000015,0,0,0,0,0,47,"Southmoon Ruins",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.000000,0
996,0,44,408,2.000015,0,0,0,0,0,22,"Render's Camp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.000000,0
997,0,44,409,2.000015,0,0,0,0,0,20,"Render's Valley",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.000000,0
998,0,44,410,2.000015,0,0,0,0,0,25,"Render's Rock",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.000000,0
999,0,44,411,2.000015,0,0,0,0,0,0,"Stonewatch Tower",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.000000,0
1000,0,44,412,2.000015,0,0,0,0,0,22,"Galardell Valley",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.000000,0
1001,0,44,336,2.000015,0,0,0,0,0,16,"Lakeridge Highway",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.000000,0
1002,0,44,337,2.000015,0,0,0,0,0,16,"Three Corners",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.000000,0
1016,0,11,338,2.000015,0,0,0,0,0,28,"Direforge Hill",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.000000,0
1017,0,11,339,2.000015,0,0,0,0,0,30,"Raptor Ridge",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.000000,0
1018,0,11,340,2.000015,0,0,0,0,0,25,"Black Channel Marsh",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.000000,0
1019,0,139,341,2.000015,0,0,0,0,0,0,"The Green Belt",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.000000,0
1020,0,11,342,2.000015,0,0,0,0,0,22,"Mosshide Fen",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.000000,0
1021,0,11,343,2.000015,0,0,0,0,0,22,"Thelgen Rock",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.000000,0
1022,0,11,344,2.000015,0,0,0,0,0,24,"Bluegill Marsh",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.000000,0
1023,0,11,345,2.000015,0,0,0,0,0,25,"Saltspray Glen",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.000000,0
1024,0,11,346,2.000015,0,0,0,0,0,20,"Sundown Marsh",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.000000,0
1025,0,11,347,2.000015,0,0,0,0,0,21,"The Green Belt",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.000000,0
1036,0,11,391,2.000015,0,0,0,0,0,28,"Angerfang Encampment",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.000000,0
1037,0,11,392,2.000015,0,0,0,0,0,25,"Grim Batol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.000000,0
1038,0,11,393,2.000015,0,0,0,0,0,25,"Dragonmaw Gates",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.000000,0
1039,0,11,394,2.000015,0,0,0,0,0,25,"The Lost Fleet",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.000000,0
1056,0,267,348,2.000015,0,0,31,0,0,31,"Darrow Hill",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.000000,0
1057,0,267,349,2.000015,0,0,31,0,0,0,"Thoradin's Wall",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.000000,0
1076,1,406,368,2.000015,0,0,0,0,0,21,"Webwinder Path",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.000000,0
1097,0,10,351,2.000015,0,0,0,0,0,19,"The Hushed Bank",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.000000,0
1098,0,10,352,2.000015,0,0,0,0,0,30,"Manor Mistmantle",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.000000,0
1099,1,357,353,2.500015,0,0,0,226,0,42,"Camp Mojache",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.000000,0
1100,1,357,395,2.000015,0,0,0,0,0,41,"Grimtotem Compound",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.000000,0
1101,1,357,396,2.000015,0,0,0,0,0,44,"The Writhing Deep",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.000000,0
1102,1,357,350,2.000015,0,0,0,0,0,0,"Wildwind Lake",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.000000,0
1103,1,357,397,2.000015,0,0,0,0,0,42,"Gordunni Outpost",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.000000,0
1104,1,357,398,2.000015,0,0,0,0,0,0,"Mok'Gordun",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.000000,0
1105,1,357,354,2.000015,0,0,0,0,0,44,"Feral Scar Vale",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.000000,0
1106,1,357,399,2.000015,0,0,0,0,0,46,"Frayfeather Highlands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.000000,0
1107,1,357,400,2.000015,0,0,0,0,0,0,"Idlewind Lake",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.000000,0
1108,1,357,355,2.000015,0,0,0,0,0,49,"The Forgotten Coast",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.000000,0
1109,1,357,401,2.000015,0,0,0,0,0,0,"East Pillar",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.000000,0
1110,1,357,402,2.000015,0,0,0,0,0,0,"West Pillar",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.000000,0
1111,1,357,403,2.000015,0,0,0,0,0,60,"Dream Bough",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.000000,0
1112,1,357,404,2.000015,0,0,0,0,0,0,"Jademir Lake",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.000000,0
1113,1,357,405,2.000015,0,0,0,0,0,60,"Oneiros",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.000000,0
1114,1,357,356,2.000015,0,0,0,0,0,49,"Ruins of Ravenwind",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.000000,0
1115,1,357,357,2.000015,0,0,0,0,0,0,"Rage Scar Hold",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.000000,0
1116,1,357,358,2.500015,0,0,0,0,0,0,"Feathermoon Stronghold",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.000000,0
1117,1,357,359,2.000015,0,0,0,0,0,0,"Ruins of Solarsal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.000000,0
1118,1,357,360,2.000015,0,0,0,0,0,0,"Lower Wilds UNUSED",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.000000,0
1119,1,357,369,2.000015,0,0,0,0,0,48,"The Twin Colossals",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.000000,0
1120,1,357,413,2.000015,0,0,0,0,0,43,"Sardor Isle",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.000000,0
1121,1,357,414,2.000015,0,0,0,0,0,44,"Isle of Dread",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.000000,0
1136,1,357,361,2.000015,0,0,0,0,0,0,"High Wilderness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.000000,0
1137,1,357,370,2.000015,0,0,0,0,0,42,"Lower Wilds",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.000000,0
1156,1,17,362,2.000015,0,0,0,0,0,0,"Southern Barrens",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.000000,0
1157,1,17,406,2.000015,0,0,0,0,0,0,"Southern Gold Road",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.000000,0
1176,209,0,371,0.000000,0,0,25,176,0,0,"Zul'Farrak",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.000000,0
1196,575,0,363,0.000000,0,0,0,0,0,0,"Utgarde Pinnacle",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.700000,0
1216,1,16,364,2.000015,0,0,0,0,0,49,"Timbermaw Hold",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.000000,0
1217,1,16,365,2.000015,0,0,0,0,0,0,"Vanndir Encampment",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.000000,0
1218,1,16,366,2.000015,0,0,0,0,0,0,"TESTAzshara",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.000000,0
1219,1,16,367,2.000015,0,0,0,0,0,52,"Legash Encampment",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.000000,0
1220,1,16,415,2.000015,0,0,0,76,302,52,"Thalassian Base Camp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.000000,0
1221,1,16,416,2.000015,0,0,0,176,0,48,"Ruins of Eldarath",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.000000,0
1222,1,16,417,2.000015,0,0,0,176,0,0,"Hetaera's Clutch",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.000000,0
1223,1,16,418,2.000015,0,0,0,15,0,0,"Temple of Zin-Malor",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.000000,0
1224,1,16,419,2.000015,0,0,0,0,0,0,"Bear's Head",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.000000,0
1225,1,16,420,2.000015,0,0,0,0,0,49,"Ursolan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.000000,0
1226,1,16,421,2.000015,0,0,0,176,0,55,"Temple of Arkkoran",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.000000,0
1227,1,16,422,2.000015,0,0,0,176,0,50,"Bay of Storms",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.000000,0
1228,1,16,423,2.000015,0,0,0,176,0,52,"The Shattered Strand",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.000000,0
1229,1,16,424,2.000015,0,0,0,176,0,53,"Tower of Eldara",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.000000,0
1230,1,16,425,2.000015,0,0,0,176,0,51,"Jagged Reef",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.000000,0
1231,1,16,426,2.000015,0,0,0,176,0,52,"Southridge Beach",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.000000,0
1232,1,16,427,2.000015,0,0,0,176,0,54,"Ravencrest Monument",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.000000,0
1233,1,16,428,2.000015,0,0,0,215,301,49,"Forlorn Ridge",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.000000,0
1234,1,16,429,2.000015,0,0,0,0,0,52,"Lake Mennar",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.000000,0
1235,1,16,430,2.000015,0,0,0,15,0,46,"Shadowsong Shrine",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.000000,0
1236,1,16,431,2.000015,0,0,0,3,121,45,"Haldarr Encampment",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.000000,0
1237,1,16,432,2.000015,0,0,0,228,0,49,"Valormok",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.000000,0
1256,1,16,433,2.000015,0,0,0,176,0,42,"The Ruined Reaches",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.000000,0
1276,1,331,434,2.000015,0,0,0,0,0,0,"The Talondeep Path",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.000000,0
1277,1,406,435,2.000015,0,0,0,0,0,20,"The Talondeep Path",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.000000,0
1296,1,14,372,2.000015,0,0,0,0,0,0,"Rocktusk Farm",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.000000,0
1297,1,14,407,2.000015,0,0,0,0,0,0,"Jaggedswine Farm",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.000000,0
1316,1,17,436,2.000015,0,0,70,176,0,33,"Razorfen Downs",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.000000,0
1336,1,440,373,2.000015,0,0,0,0,0,45,"Lost Rigger Cove",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.000000,0
1337,70,0,437,0.000000,0,0,0,0,0,0,"Uldaman",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.000000,0
1338,0,130,438,2.000015,0,0,0,0,0,0,"Lordamere Lake",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.000000,0
1339,0,36,439,2.000015,0,0,0,0,0,0,"Lordamere Lake",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.000000,0
1357,0,36,440,2.000015,0,0,37,10,0,36,"Gallows' Corner",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.000000,0
1377,1,0,374,0.000000,0,0,38,176,0,0,"Silithus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.300000,0
1397,169,0,376,0.000000,0,0,0,0,0,0,"Emerald Forest",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.000000,0
1417,109,0,377,0.000000,0,0,0,0,0,0,"Sunken Temple",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.000000,0
1437,0,4,378,2.000015,0,0,0,0,0,47,"Dreadmaul Hold",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.000000,0
1438,0,4,379,2.500015,0,0,0,205,303,50,"Nethergarde Keep",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.000000,0
1439,0,4,380,2.000015,0,0,0,0,0,55,"Dreadmaul Post",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.000000,0
1440,0,4,381,2.000015,0,0,0,0,0,51,"Serpent's Coil",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.000000,0
1441,0,4,382,2.000015,0,0,0,10,0,54,"Altar of Storms",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.000000,0
1442,0,51,383,2.000015,0,0,0,0,0,48,"Firewatch Ridge",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.000000,0
1443,0,51,384,2.000015,0,0,0,0,0,0,"The Slag Pit",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.000000,0
1444,0,51,385,2.000015,0,0,0,0,0,56,"The Sea of Cinders",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.000000,0
1445,0,51,386,2.000015,0,0,0,0,0,0,"Blackrock Mountain",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.000000,0
1446,0,51,387,2.500015,0,0,0,0,0,0,"Thorium Point",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.000000,0
1457,0,4,388,2.000015,0,0,0,0,0,47,"Garrison Armory",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.000000,0
1477,109,0,389,0.000000,0,0,33,3,0,0,"The Temple of Atal'Hakkar",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.000000,0
1497,0,0,685,0.000000,0,0,40,0,0,10,"Undercity",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,4,0,0,0,0,-500.000000,0.000000,0
1517,0,3,686,2.000015,0,0,0,0,0,0,"Uldaman",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.000000,0
1518,0,40,687,2.000015,0,0,0,0,0,0,"Not Used Deadmines",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.000000,0
1519,0,0,688,0.000000,0,0,31,13,61,10,"Stormwind City",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,2,0,0,0,0,-500.000000,0.000000,0
1537,0,0,689,0.000000,0,0,42,0,0,10,"Ironforge",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,2,0,0,0,0,-500.000000,0.000000,0
1557,1,400,690,2.000015,0,0,0,0,0,0,"Splithoof Hold",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.000000,0
1577,0,33,691,2.000015,0,0,0,0,0,0,"The Cape of Stranglethorn",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.000000,0
1578,0,33,692,2.000015,0,0,0,0,0,0,"Southern Savage Coast",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.000000,0
1579,0,0,693,0.000000,0,0,0,0,0,0,"Unused The Deadmines 002",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,2,0,0,0,0,-500.000000,0.000000,0
1580,0,1579,694,2.000015,0,0,0,0,0,0,"Unused Ironclad Cove 003",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.000000,0
1581,36,0,695,0.000000,76,0,53,204,0,0,"The Deadmines",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,2,0,0,0,0,-500.000000,0.000000,0
1582,36,1581,696,2.000000,76,0,53,204,181,0,"Ironclad Cove",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,2,0,0,0,0,-500.000000,0.000000,0
1583,229,0,697,0.000000,0,0,0,0,0,0,"Blackrock Spire",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.000000,0
1584,230,0,698,0.000000,0,0,0,0,0,0,"Blackrock Depths",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.000000,0
1597,1,17,699,2.000015,0,0,0,0,0,0,"Raptor Grounds UNUSED",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,4,0,0,0,0,-500.000000,0.000000,0
1598,1,17,700,2.000015,0,0,0,0,0,0,"Grol'dom Farm UNUSED",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,4,0,0,0,0,-500.000000,0.000000,0
1599,1,17,701,2.000015,0,0,0,0,0,0,"Mor'shan Base Camp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,4,0,0,0,0,-500.000000,0.000000,0
1600,1,17,702,2.000015,0,0,0,0,0,0,"Honor's Stand UNUSED",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,4,0,0,0,0,-500.000000,0.000000,0
1601,1,17,703,2.000015,0,0,0,0,0,0,"Blackthorn Ridge UNUSED",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,4,0,0,0,0,-500.000000,0.000000,0
1602,1,17,704,2.000015,0,0,0,0,0,0,"Bramblescar UNUSED",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,4,0,0,0,0,-500.000000,0.000000,0
1603,1,17,705,2.000015,0,0,0,0,0,0,"Agama'gor UNUSED",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,4,0,0,0,0,-500.000000,0.000000,0
1617,0,1519,706,2.000015,0,0,43,13,61,0,"Valley of Heroes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,2,0,0,0,0,-500.000000,0.000000,0
1637,1,0,707,0.000000,0,0,25,7,62,10,"Orgrimmar",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,4,0,0,0,0,-500.000000,0.000000,0
1638,1,0,708,0.000000,0,0,45,226,381,10,"Thunder Bluff",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,4,0,0,0,0,-500.000000,0.000000,0
1639,1,1638,709,2.000015,0,0,0,0,0,0,"Elder Rise",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,4,0,0,0,0,-500.000000,0.000000,0
1640,1,1638,710,2.000015,0,0,0,0,0,0,"Spirit Rise",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,4,0,0,0,0,-500.000000,0.000000,0
1641,1,1638,711,2.000015,0,0,0,0,0,0,"Hunter Rise",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,4,0,0,0,0,-500.000000,0.000000,0
1657,1,0,712,0.000000,0,0,48,76,63,10,"Darnassus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,2,0,0,0,0,-500.000000,0.000000,0
1658,1,1657,713,2.000015,0,0,0,0,103,0,"Cenarion Enclave",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,2,0,0,0,0,-500.000000,0.000000,0
1659,1,1657,714,2.000015,0,0,0,0,0,0,"Craftsmen's Terrace",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,2,0,0,0,0,-500.000000,0.000000,0
1660,1,1657,715,2.000015,0,0,0,0,0,0,"Warrior's Terrace",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,2,0,0,0,0,-500.000000,0.000000,0
1661,1,1657,716,2.000015,0,0,0,0,0,0,"The Temple Gardens",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,2,0,0,0,0,-500.000000,0.000000,0
1662,1,1657,717,2.000015,0,0,0,0,0,0,"Tradesmen's Terrace",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,2,0,0,0,0,-500.000000,0.000000,0
1677,0,36,718,2.000015,0,0,0,0,0,33,"Gavin's Naze",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.000000,0
1678,0,36,719,2.000015,0,0,0,0,0,33,"Sofera's Naze",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.000000,0
1679,0,36,720,2.000015,0,0,0,0,0,33,"Corrahn's Dagger",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.000000,0
1680,0,36,721,2.000015,0,0,0,0,0,34,"The Headland",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.000000,0
1681,0,36,722,2.000015,0,0,0,0,0,31,"Misty Shore",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.000000,0
1682,0,36,723,2.000015,0,0,0,0,0,39,"Dandred's Fold",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.000000,0
1683,0,36,724,2.000015,0,0,37,10,0,34,"Growless Cave",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.000000,0
1684,0,36,725,2.000015,0,0,0,0,0,30,"Chillwind Point",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.000000,0
1697,1,17,726,2.000015,0,0,0,0,0,18,"Raptor Grounds",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,4,0,0,0,0,-500.000000,0.000000,0
