int,string,int,int,int,int,int,int,int,int,int,int,float,float,float,float,float,float,int
7459,"World\Lordaeron\AeriePeaks\PassiveDoodads\Trees\AerieTree01.mdx",0,0,0,0,0,0,0,0,0,0,-9.431061,-9.230531,-1.026673,9.259114,9.376583,34.397190,0
7460,"World\Generic\Tauren\Passive Doodads\Chairs\TaurenLogChair01.mdx",0,0,0,0,0,0,0,0,0,0,-0.723291,-3.659303,-0.231899,0.670432,3.728293,0.501707,0
7461,"World\wmo\Outland\BrokenBuildings\Thebroken_house01.wmo",0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
7462,"World\wmo\Azeroth\Buildings\GuardTower_Ruined\ruinedhumanguardtower01.wmo",0,0,0,0,0,0,0,0,0,0,-33.452477,-29.236235,-6.064837,41.508083,30.054184,41.044350,0
7463,"World\wmo\Azeroth\Buildings\Duskwood_HumanTwoStory\Duskwood_HumanTwoStory.wmo",0,0,0,0,0,0,0,0,0,0,-8.988425,-14.455675,-4.510108,23.869579,22.897081,15.072333,0
7464,"World\wmo\Azeroth\Buildings\Westfall_human_farm_Burnt\WestFallFarmHouseburnt.wmo",0,0,0,0,0,0,0,0,0,0,-7.036174,-9.199208,-0.170813,7.893797,9.287080,17.112913,0
7465,"World\wmo\Azeroth\Buildings\Westfall_human_farm\Westfall_human_farm.wmo",0,0,0,0,0,0,0,0,0,0,-9.589792,-9.199208,-0.170813,9.742002,9.287080,17.112913,0
7466,"World\wmo\Kalimdor\Buildings\OrcZeppelinHouse\OrcZeppelinHouse.wmo",0,0,0,0,0,0,0,0,0,0,-28.605354,-29.179564,-1.504122,23.853474,27.228649,44.210297,0
7467,"World\Generic\Doodads\Fishing\Chair\FishingChair.mdx",0,0,0,0,0,0,0,0,0,0,-3.259662,-3.902588,-0.203942,0.635806,1.439089,3.904510,0
7468,"World\Expansion02\Doodads\Generic\Vrykul\Signs\VR_SignPost_Sign_01.mdx",0,0,0,0,0,0,0,0,0,0,-0.301347,-1.604429,-0.670349,0.301335,1.416867,0.930582,0
7469,"World\Expansion02\Doodads\Generic\Vrykul\Cage\VR_Cage_Top.mdx",0,11894,0,11895,11894,0,0,0,0,0,-2.308850,-2.428640,-0.112046,2.326552,2.428632,4.170470,0
7470,"World\Expansion02\Doodads\Generic\Forsaken\FK_PlagueBarrel.mdx",0,0,0,0,0,0,0,0,0,0,-0.451649,-0.453932,0.000829,0.451649,0.449366,1.123217,0
7471,"World\Generic\Dwarf\Passive Doodads\Gyrocopter\gyrocopter.mdx",0,0,0,0,0,0,0,0,0,0,-5.129929,-4.882368,-0.871876,5.292741,4.904247,4.397891,0
7472,"World\Expansion02\Doodads\Generic\Tuskarr\IncenseBurner\TS_IncenseBurner_01.mdx",0,0,0,0,0,0,0,0,0,0,-1.180614,-5.922231,-0.006831,1.181182,6.278050,9.771370,0
7473,"World\Scale\1000x1000.mdx",12614,0,0,0,0,0,0,0,0,0,-13.888900,-13.888900,0.000000,13.888900,13.888900,27.777800,0
7474,"World\wmo\Kalimdor\ThunderBluff\GiantTotem.wmo",0,0,0,0,0,0,0,0,0,0,-24.889923,-35.620213,-6.681566,25.280146,38.341900,127.781853,0
7475,"World\wmo\Lorderon\Buildings\Wetlands\BridgeBigWhite\BridgeBigWhite.wmo",0,0,0,0,0,0,0,0,0,0,-63.932720,-30.285172,-17.407131,63.932713,30.285168,11.153909,0
7476,"WORLD\EXPANSION02\DOODADS\GENERIC\VRYKUL\CAGE\VR_CAGE_01.MDX",0,0,0,0,0,0,0,0,0,0,-2.391617,-2.458679,-0.112046,2.326553,2.480814,4.170470,0
7477,"World\Generic\Dwarf\Passive Doodads\Targets\TargetOgre01.mdx",0,0,0,0,0,0,0,0,0,0,-0.726211,-0.850750,0.000000,0.704483,0.902922,2.790760,0
7478,"World\Expansion01\Doodads\Generic\BloodElf\Food\BE_Meat01.mdx",0,0,0,0,0,0,0,0,0,0,-0.234048,-0.188649,0.002169,0.228917,0.192556,0.074077,0
7479,"World\Expansion02\Doodads\Generic\Vrykul\Cage\VR_Cage_Base.mdx",0,0,0,0,0,0,0,0,0,0,-2.391617,-2.458678,-0.091240,1.804470,2.480814,0.457276,0
7480,"WORLD\EXPANSION02\DOODADS\GENERIC\VRYKUL\PORTCULLIS\VR_PORTCULLISWITHCHAIN.MDX",0,12712,0,12711,0,0,0,0,0,0,-2.192672,-7.778149,0.135782,2.075408,7.778150,57.104935,0
7481,"WORLD\EXPANSION02\DOODADS\GENERIC\VRYKUL\ANVIL\VR_ANVIL_GLOW_01.MDX",0,0,0,0,0,0,0,0,0,0,-1.774413,-7.384616,1.449139,1.757713,7.087675,5.586546,0
7482,"WORLD\EXPANSION02\DOODADS\GENERIC\VRYKUL\PORTCULLIS\VR_PORTCULLIS.MDX",0,12709,0,12708,0,0,0,0,0,0,-2.082246,-7.778149,0.135782,2.013890,7.778150,22.795294,0
7483,"World\Goober\G_Water_Barrel_01.mdx",0,0,0,0,0,0,0,0,0,0,-1.583010,-1.582438,0.008589,1.542010,1.542581,1.278922,0
7484,"World\Goober\G_Water_Buckets_01.mdx",0,0,0,0,0,0,0,0,0,0,-0.298719,-0.289172,0.016674,0.301514,0.302200,0.844790,0
7485,"World\Goober\G_Water_Buckets_02.mdx",0,0,0,0,0,0,0,0,0,0,-0.396947,-0.534708,0.016674,0.387308,0.644197,1.423432,0
7486,"World\Expansion02\Doodads\Generic\Vrykul\Map\VR_WallMap_01.mdx",0,0,0,0,0,0,0,0,0,0,-0.261532,-3.238360,-2.113326,0.272686,3.238360,2.558444,0
7487,"World\Generic\BloodElf\Passive Doodads\BL_sq_Crate_002.mdx",0,0,0,0,0,0,0,0,0,0,-0.416667,-0.416667,0.000000,0.416667,0.416667,0.833333,0
7488,"World\Generic\BloodElf\Passive Doodads\BL_sq_Crate_004_open.mdx",0,0,0,0,0,0,0,0,0,0,-0.416667,-0.416667,0.000000,0.416667,0.416667,0.729114,0
7489,"World\Azeroth\Karazahn\PassiveDoodads\Crates\KarazahnCrate01.mdx",0,0,0,0,0,0,0,0,0,0,-0.514899,-0.568409,0.000000,0.543011,0.597791,0.949620,0
7490,"World\Generic\DarkIronDwarf\Passive Doodads\Kegs\DarkIronKegWStand01.mdx",0,0,0,0,0,0,0,0,0,0,-1.653217,-1.349091,-0.013522,1.084891,1.308920,2.540082,0
7491,"World\Expansion02\Doodads\Generic\Vrykul\Elevator\VR_Elevator_Pulley.mdx",0,0,0,0,0,0,0,0,0,0,-6.531306,-4.781884,-205.470596,3.355754,5.413176,85.838013,0
7492,"World\Expansion02\Doodads\DragonBlight\DragonBlight_IceCliff_06.mdx",0,0,0,0,0,0,0,0,0,0,-54.300762,-21.241739,-9.049909,59.302418,48.899361,57.042461,0
7493,"World\Azeroth\Stranglethorn\PassiveDoodads\TrollDungeonSacks\TrollDungeonSacks.mdx",0,0,0,0,0,0,0,0,0,0,-0.543980,-0.502468,-0.036349,0.545051,0.502468,0.946389,0
7494,"World\Lordaeron\AlteracMountains\PassiveDoodads\FruitBuckets\AlteracFruitBucket01.mdx",0,0,0,0,0,0,0,0,0,0,-0.668422,-0.648587,-0.066204,0.590286,0.769843,1.235033,0
7495,"World\Expansion01\Doodads\ZulAman\Ruins\TrollRuins_ZulAman_07.mdx",0,0,0,0,0,0,0,0,0,0,-1.573291,-1.833997,-0.134259,1.574565,1.800835,4.468322,0
7496,"World\Generic\Tauren\Passive Doodads\Sacks\TaurenSack03.mdx",0,0,0,0,0,0,0,0,0,0,-0.676220,-0.977087,-0.068106,0.618387,0.933858,0.284902,0
7497,"World\Generic\Tauren\Passive Doodads\Sacks\TaurenSack01.mdx",0,0,0,0,0,0,0,0,0,0,-0.745071,-0.757945,-0.015945,0.736897,0.724022,1.875561,0
7498,"World\Generic\PassiveDoodads\Oktoberfest\Beerfest_OpenTent.mdx",0,0,0,0,0,0,0,0,0,0,-4.280735,-4.706089,-0.247719,4.370587,4.700233,8.782312,0
7499,"World\Generic\PassiveDoodads\Oktoberfest\Beerfest_FoodTent.mdx",0,0,0,0,0,0,0,0,0,0,-6.797160,-6.863334,-0.295813,6.599772,6.920944,19.660986,0
7500,"World\Generic\PassiveDoodads\Oktoberfest\Beerfest_BeerVendor.mdx",0,0,0,0,0,0,0,0,0,0,-5.692911,-6.872467,-0.132012,4.775197,6.420787,8.801194,0
7501,"World\Generic\PassiveDoodads\Oktoberfest\Beerfest_Wagon.mdx",0,0,0,0,0,0,0,0,0,0,-14.447691,-5.437772,-0.267668,6.813579,5.397621,5.410088,0
7502,"WORLD\EXPANSION02\DOODADS\GENERIC\VRYKUL\BELLOWS\VR_BELLOWS_01.MDX",0,12710,0,0,0,0,0,0,0,0,-8.139615,-8.748494,-22.954449,7.994482,18.216631,34.877548,0
7503,"WORLD\EXPANSION02\DOODADS\GENERIC\VRYKUL\FIRES\VR_FORGEFIRE_01.MDX",0,0,0,0,0,0,0,0,0,0,-12.797818,-6.112455,-18.511057,10.757179,65.729027,31.033957,0
7504,"WORLD\EXPANSION02\DOODADS\GENERIC\VRYKUL\CHAIRS\VR_CHAIR_01.MDX",0,0,0,0,0,0,0,0,0,0,-1.521006,-1.371112,-0.005667,0.874797,1.365947,6.367090,0
7505,"World\wmo\Dungeon\KL_AhnQiraj\40ManArmyGeneral.wmo",0,0,0,0,0,0,0,0,0,0,-248.580566,-253.789246,-34.535320,96.045670,89.092773,140.200333,0
7506,"World\Generic\PassiveDoodads\Oktoberfest\Beerfest_Banner02.mdx",0,0,0,0,0,0,0,0,0,0,-3.279624,-4.076958,-0.274462,2.916736,10.348124,9.450292,0
7507,"World\Generic\Passive Doodads\Shoutbox\ShoutBox_Generic.mdx",0,0,0,0,0,0,0,0,0,0,-2.068147,-3.598558,-2.510799,5.234163,5.271986,2.510798,0
7508,"World\Generic\PassiveDoodads\Oktoberfest\Beerfest_Banner01.mdx",0,0,0,0,0,0,0,0,0,0,-0.364055,-1.076873,-0.024925,0.373134,1.069896,7.210219,0
7509,"World\Azeroth\BurningSteppes\PassiveDoodads\StoneGolemStatue\StoneGolemStatue9-9.mdx",0,0,0,0,0,0,0,0,0,0,-1.366983,-2.532487,0.024066,1.280915,2.571856,5.361388,0
7510,"World\Generic\PassiveDoodads\Brewfest\Beerfest_MoleMachine.mdx",0,11989,0,11990,0,0,0,0,0,0,-5.823426,-5.690547,-2.421165,5.580052,5.712920,16.550888,0
7511,"World\Generic\Human\Passive Doodads\Dolls\ragdoll_02.mdx",0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
7512,"World\Generic\Human\Passive Doodads\Dolls\ragdoll_03.mdx",0,0,0,0,0,0,0,0,0,0,-0.192449,-0.394105,0.000905,0.420359,0.351775,0.831763,0
7513,"World\Generic\Human\Passive Doodads\Dolls\ragdoll_04.mdx",0,0,0,0,0,0,0,0,0,0,-0.192449,-0.394105,0.000905,0.420359,0.351775,0.831763,0
7514,"World\Generic\Human\Passive Doodads\Dolls\ragdoll_05.mdx",0,0,0,0,0,0,0,0,0,0,-0.192449,-0.394105,0.000905,0.420359,0.351775,0.831763,0
7515,"WORLD\EXPANSION01\DOODADS\ZULAMAN\DOORS\ZULAMAN_ENTRANCEGATE.MDX",0,10935,0,10934,0,0,0,0,0,0,-16.758549,-2.124613,-20.252754,16.758547,2.124605,20.252762,0
7516,"World\Generic\PassiveDoodads\Oktoberfest\Beerfest_Wagon_Full.mdx",0,0,0,0,0,0,0,0,0,0,-14.447691,-5.437772,-0.267668,7.107041,5.397621,10.353564,0
7517,"World\Azeroth\SwampOSorrow\PassiveDoodads\WaterHuts\WaterHut01.mdx",0,0,0,0,0,0,0,0,0,0,-1.875699,-2.852699,-0.231540,1.663036,1.922372,4.953898,0
7518,"World\Azeroth\SwampOSorrow\PassiveDoodads\WaterHuts\WaterHut02.mdx",0,0,0,0,0,0,0,0,0,0,-1.827905,-1.708690,-0.223174,2.928523,1.743874,6.278456,0
7519,"WORLD\EXPANSION02\DOODADS\HOWLINGFJORD\HF_ELEVATOR_GATE.MDX",0,0,0,0,0,0,0,0,0,0,-0.269177,-5.788993,-3.260226,0.407095,5.790622,3.262120,0
7520,"WORLD\EXPANSION02\DOODADS\HOWLINGFJORD\HF_ELEVATOR_LIFT_02.MDX",0,0,0,0,0,0,0,0,0,0,-11.921545,-12.163760,-4.698968,7.711747,4.650017,18.513735,421
7521,"WORLD\EXPANSION02\DOODADS\HOWLINGFJORD\HF_ELEVATOR_LIFT.MDX",0,0,0,0,0,0,0,0,0,0,-10.979250,-12.089386,-3.586314,8.648331,12.132912,19.626383,421
7522,"World\Expansion02\Doodads\Generic\Vrykul\Harpoon\VR_Harpoon_01.mdx",0,0,0,0,0,0,0,0,0,0,-3.755148,-1.781094,-1.212905,5.002466,1.730354,7.692250,0
7523,"World\Expansion01\Doodads\Generic\Arakkoa\Nest\AK_Nest01.mdx",0,0,0,0,0,0,0,0,0,0,-3.030479,-3.303230,-0.557142,3.030479,3.231269,2.689567,0
7524,"World\Azeroth\Westfall\PassiveDoodads\BrokenCart\BrokenCart.mdx",0,0,0,0,0,0,0,0,0,0,-2.350843,-2.330570,-0.456407,2.753764,2.286655,1.416213,0
7525,"World\Generic\DarkIronDwarf\Passive Doodads\Kegs\DarkIronKegBroken01.mdx",0,0,0,0,0,0,0,0,0,0,-2.620759,-2.428092,-0.002927,1.323584,1.732567,1.541145,0
7526,"World\Generic\DarkIronDwarf\Passive Doodads\Kegs\DarkIronKegBroken02.mdx",0,0,0,0,0,0,0,0,0,0,-3.025470,-2.170138,-0.081803,1.399449,2.325906,2.103059,0
7527,"World\Generic\Orc\Passive Doodads\WyvernNests\WyvernNest02.mdx",0,0,0,0,0,0,0,0,0,0,-3.030479,-3.303230,-0.035877,3.030479,3.231269,1.890199,0
7528,"World\Generic\Tauren\Passive Doodads\BallandHoop\TaurenLeatherBall.mdx",0,0,0,0,0,0,0,0,0,0,-0.255347,-0.244684,-0.001888,0.253073,0.278124,0.459970,0
7529,"World\Goober\G_BearTrap.mdx",0,12742,0,0,0,0,12743,0,0,0,-0.500000,-0.484206,0.000000,0.500000,0.420083,0.512535,0
7530,"WORLD\EXPANSION01\DOODADS\ZULAMAN\DOORS\ZULAMAN_WINDDOOR.MDX",12113,12114,0,12112,0,0,0,0,0,0,-0.627280,-5.929404,-1.067358,0.726373,6.408228,7.666500,0
7531,"WORLD\EXPANSION01\DOODADS\ZULAMAN\DOORS\ZULAMAN_FIREDOOR.MDX",12115,12111,0,12110,0,0,0,0,0,0,-0.967646,-10.531328,-1.067359,1.050967,9.278325,7.620090,0
7532,"World\Expansion01\Doodads\ZulAman\Doors\ZulAman_TorchFire.mdx",0,0,12152,0,0,0,0,0,0,0,1.000000,1.000000,1.000000,-1.000000,-1.000000,-1.000000,0
7533,"World\Generic\Orc\Passive Doodads\VoodooStuff\VoodooDrum01.mdx",0,0,0,0,0,0,0,0,0,0,-0.866433,-0.710789,0.050463,0.637891,0.740283,0.848304,0
7534,"World\Generic\Orc\Passive Doodads\VoodooStuff\VoodooDrum02.mdx",0,0,0,0,0,0,0,0,0,0,-0.582575,-0.583058,-0.000715,0.585562,0.585079,0.408707,0
7535,"World\Azeroth\Stranglethorn\PassiveDoodads\TrollDrum\TrollRuinsDrum01.mdx",0,0,0,0,0,0,0,0,0,0,-2.179525,-1.930417,0.000000,2.154506,1.930417,4.244082,0
7536,"WORLD\EXPANSION01\DOODADS\SUNWELL\PASSIVEDOODADS\SUNWELL\SUNWELL_FX.MDX",0,0,0,0,0,0,0,0,0,0,-86.710754,-86.710464,-94.101418,86.709778,86.710060,294.175201,0
7537,"World\Goober\G_ConjureTable.mdx",0,0,0,0,0,0,0,0,0,0,-0.445065,-0.681975,0.341817,0.443843,0.676544,1.163956,0
7538,"World\Generic\Human\Passive Doodads\Ropes\CaveKoboldRopeCoil.mdx",0,0,0,0,0,0,0,0,0,0,-0.546642,-0.612675,0.000000,0.713879,0.553536,0.102163,0
7539,"World\Generic\PassiveDoodads\FloatingDebris\FloatingCrate01.mdx",0,0,0,0,0,0,0,0,0,0,-0.684018,-0.748539,-0.737736,0.651021,0.792439,0.842852,0
7540,"World\wmo\Azeroth\Buildings\GuardTower\GuardTower_damaged.wmo",0,0,0,0,0,0,0,0,0,0,-29.173771,-27.540730,-6.064836,40.875099,27.514832,40.422379,0
7541,"World\wmo\Azeroth\Buildings\GuardTower\GuardTower_destroyed.wmo",0,0,0,0,0,0,0,0,0,0,-29.173771,-27.540730,-6.064836,40.875099,27.514832,27.965185,0
7542,"World\Expansion02\Doodads\Generic\Vrykul\Rug\VR_Rug_Long_01.mdx",0,0,0,0,0,0,0,0,0,0,-9.442434,-2.655566,-0.056293,6.862317,3.322908,0.061635,0
7543,"World\Expansion02\Doodads\HowlingFjord\Rocks\HFjord_ForestRock_01.mdx",0,0,0,0,0,0,0,0,0,0,-3.634715,-3.841903,-4.960111,3.234193,3.841903,3.795316,0
7544,"World\Expansion02\Doodads\BoreanTundra\Geysers\Borean_Geyser_01.mdx",0,0,0,0,0,0,0,0,0,0,-3.809078,-3.909529,-0.261855,3.812940,3.865186,7.276239,0
7545,"World\Expansion01\Doodads\Generic\BloodElf\Broom\BE_Mop01.mdx",0,0,0,0,0,0,0,0,0,0,-0.484125,-2.256804,0.006350,0.477015,0.336866,3.797070,0
7546,"World\wmo\transports\transport_horde_zeppelin\Transport_Horde_Zeppelin.wmo",0,0,0,0,0,0,0,0,0,0,-39.012142,-20.157774,-28.918339,44.212788,4.519429,27.598818,654
7547,"World\Kalimdor\StoneTalon\PassiveDoodads\HarpyNests\StoneTalonHarpysNest02.mdx",0,0,0,0,0,0,0,0,0,0,-3.993116,-4.745867,-5.747503,4.679264,5.271214,10.951772,0
7548,"World\Expansion02\Doodads\Generic\Human\HU_Rope01.mdx",0,0,0,0,0,0,0,0,0,0,-0.873421,-0.447247,0.000942,0.513539,0.442675,0.390639,661
7549,"World\Generic\Human\Passive Doodads\BeerKegs\BeerKeg01_NoCollide.mdx",0,0,0,0,0,0,0,0,0,0,-0.825548,-0.737307,0.000000,0.528357,0.738259,1.298394,0
7550,"World\KhazModan\Blackrock\PassiveDoodads\GolemParts\DarkIronOperationTableEmpty.mdx",0,0,0,0,0,0,0,0,0,0,-1.294924,-2.106294,0.000000,1.378957,2.224786,2.292566,0
7551,"World\Goober\G_CameraShake03.mdx",0,0,0,0,0,0,0,0,0,0,-1.309253,-1.053688,-0.005038,1.098193,1.168534,2.402408,0
7552,"World\wmo\Dungeon\MD_Pirateship\Pirateship.wmo",0,0,0,0,0,0,0,0,0,0,-50.607018,-22.234873,-16.884827,46.134182,22.978022,52.871975,0
7553,"World\Expansion01\Doodads\Generic\Naga\Pagoda\NagaPagodaHut01.mdx",0,0,0,0,0,0,0,0,0,0,-6.158595,-6.252359,-0.273166,6.249660,6.200476,10.375696,0
7554,"World\Expansion01\Doodads\Generic\Tradeskill\JewelCrafting\JewelCraft_GemCut_01.mdx",0,0,0,0,0,0,0,0,0,0,-0.299553,-0.372289,-0.001424,0.297113,0.369657,0.622995,0
7555,"World\wmo\Dungeon\MD_Pirateship\Pirateship_NoCannons.wmo",0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
7556,"WORLD\EXPANSION02\DOODADS\GENERIC\DESTRUCTIBLE\GUARDTOWER\DEST_TOWER_2_A.MDX",0,0,0,0,0,0,0,0,0,0,-14.466125,-5.439496,22.464684,-3.496570,10.336683,40.394600,0
7557,"WORLD\EXPANSION02\DOODADS\GENERIC\DESTRUCTIBLE\GUARDTOWER\DEST_TOWER_2_B.MDX",0,0,0,0,0,0,0,0,0,0,-10.403635,1.569476,24.879011,8.166717,13.857259,40.394600,0
7558,"WORLD\EXPANSION02\DOODADS\GENERIC\DESTRUCTIBLE\GUARDTOWER\DEST_TOWER_2_C.MDX",0,0,0,0,0,0,0,0,0,0,-4.006295,-9.531802,27.236355,3.503531,5.134946,34.864792,0
7559,"WORLD\EXPANSION02\DOODADS\GENERIC\DESTRUCTIBLE\GUARDTOWER\DEST_TOWER_2_D.MDX",0,0,0,0,0,0,0,0,0,0,2.834447,-12.492170,15.493878,12.911493,7.347182,30.642391,0
7560,"WORLD\EXPANSION02\DOODADS\GENERIC\DESTRUCTIBLE\GUARDTOWER\DEST_TOWER_2_E.MDX",0,0,0,0,0,0,0,0,0,0,-5.924330,3.743100,10.505926,11.421773,13.910867,26.403208,0
7561,"WORLD\EXPANSION02\DOODADS\GENERIC\DESTRUCTIBLE\GUARDTOWER\DEST_TOWER_2_F.MDX",0,0,0,0,0,0,0,0,0,0,-1.669630,-8.114469,21.733181,8.700583,11.305695,29.471413,0
7562,"WORLD\EXPANSION02\DOODADS\GENERIC\DESTRUCTIBLE\GUARDTOWER\DEST_TOWER_2_G.MDX",0,0,0,0,0,0,0,0,0,0,-14.519727,-9.564136,10.505926,-7.769698,5.156109,27.036850,0
7563,"WORLD\EXPANSION02\DOODADS\GENERIC\DESTRUCTIBLE\GUARDTOWER\DEST_TOWER_2_H.MDX",0,0,0,0,0,0,0,0,0,0,-11.849072,-7.704268,17.047438,-5.150840,4.490638,20.560879,0
7564,"WORLD\EXPANSION02\DOODADS\GENERIC\DESTRUCTIBLE\GUARDTOWER\DEST_TOWER_2_I.MDX",0,0,0,0,0,0,0,0,0,0,4.091334,-10.350986,1.623040,15.128681,2.412707,18.937458,0
7565,"WORLD\EXPANSION02\DOODADS\GENERIC\DESTRUCTIBLE\GUARDTOWER\DEST_TOWER_2_J.MDX",0,0,0,0,0,0,0,0,0,0,-27.956528,-10.251260,0.045998,-23.120501,-1.258935,5.456131,0
7566,"WORLD\EXPANSION02\DOODADS\GENERIC\DESTRUCTIBLE\GUARDTOWER\DEST_TOWER_2_K.MDX",0,0,0,0,0,0,0,0,0,0,-28.803789,-1.420010,1.405052,-23.905838,1.235371,6.735893,0
7567,"WORLD\EXPANSION02\DOODADS\GENERIC\DESTRUCTIBLE\GUARDTOWER\DEST_TOWER_2_L.MDX",0,0,0,0,0,0,0,0,0,0,-27.423254,1.108634,2.323937,-23.815506,6.239369,5.456131,0
7568,"WORLD\EXPANSION02\DOODADS\GENERIC\DESTRUCTIBLE\GUARDTOWER\DEST_TOWER_2_M.MDX",0,0,0,0,0,0,0,0,0,0,-25.269300,9.275272,1.967784,-17.859022,19.101084,5.456131,0
7569,"World\Expansion01\Doodads\Generic\Draenei\TempestKeep\FactoryEnergyCube_3x3.mdx",0,0,0,0,0,0,0,0,0,0,-0.908660,-1.196796,0.000462,0.862625,1.194705,1.962855,0
7570,"World\wmo\transports\transport_ship_Pirate\Transport_Pirate_ship.wmo",0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
7571,"WORLD\EXPANSION02\DOODADS\GENERIC\DESTRUCTIBLE\GUARDTOWER\DEST_TOWER_1_A.MDX",0,0,0,0,0,0,0,0,0,0,-13.410319,-13.883162,18.684519,4.146389,0.455327,40.394596,0
7572,"WORLD\EXPANSION02\DOODADS\GENERIC\DESTRUCTIBLE\GUARDTOWER\DEST_TOWER_1_B.MDX",0,0,0,0,0,0,0,0,0,0,2.834448,-12.804812,27.008686,13.274295,4.729354,40.396156,0
7573,"WORLD\EXPANSION02\DOODADS\GENERIC\DESTRUCTIBLE\GUARDTOWER\DEST_TOWER_1_C.MDX",0,0,0,0,0,0,0,0,0,0,2.468955,-0.512654,18.684519,12.218488,11.587374,40.394596,0
7574,"WORLD\EXPANSION02\DOODADS\GENERIC\DESTRUCTIBLE\GUARDTOWER\DEST_TOWER_1_D.MDX",0,0,0,0,0,0,0,0,0,0,1.268004,-8.154315,30.635454,8.481404,3.908983,36.055325,0
7575,"WORLD\EXPANSION02\DOODADS\GENERIC\DESTRUCTIBLE\GUARDTOWER\DEST_TOWER_1_E.MDX",0,0,0,0,0,0,0,0,0,0,-19.226864,-21.173746,2.751062,-14.906147,-17.175936,5.456131,0
7576,"WORLD\EXPANSION02\DOODADS\GENERIC\DESTRUCTIBLE\GUARDTOWER\DEST_TOWER_1_F.MDX",0,0,0,0,0,0,0,0,0,0,-14.583795,-26.554096,0.045998,-2.537803,-20.464350,5.456132,0
7577,"WORLD\EXPANSION02\DOODADS\GENERIC\DESTRUCTIBLE\GUARDTOWER\DEST_TOWER_1_G.MDX",0,0,0,0,0,0,0,0,0,0,-4.668155,-26.853251,2.186595,9.304497,-22.437424,5.456131,0
7578,"WORLD\EXPANSION02\DOODADS\GENERIC\DESTRUCTIBLE\GUARDTOWER\DEST_TOWER_1_H.MDX",0,0,0,0,0,0,0,0,0,0,-0.714382,-27.512951,0.045997,4.140217,-23.687645,4.082288,0
7579,"WORLD\EXPANSION02\DOODADS\GENERIC\DESTRUCTIBLE\GUARDTOWER\DEST_TOWER_1_I.MDX",0,0,0,0,0,0,0,0,0,0,13.513665,-21.440416,-1.445945,24.692301,-9.301588,5.456131,0
7580,"WORLD\EXPANSION02\DOODADS\GENERIC\DESTRUCTIBLE\GUARDTOWER\DEST_TOWER_1_J.MDX",0,0,0,0,0,0,0,0,0,0,21.292095,-11.069246,0.831046,26.527693,-6.844051,7.290624,0
7581,"WORLD\EXPANSION02\DOODADS\GENERIC\DESTRUCTIBLE\GUARDTOWER\DEST_TOWER_1_K.MDX",0,0,0,0,0,0,0,0,0,0,21.745010,-13.043530,-2.577822,32.194447,-0.012950,0.831047,0
7582,"WORLD\EXPANSION02\DOODADS\GENERIC\DESTRUCTIBLE\GUARDTOWER\DEST_TOWER_1_L.MDX",0,0,0,0,0,0,0,0,0,0,13.513663,9.275273,-2.545812,23.473335,21.667948,5.456131,0
7583,"WORLD\EXPANSION02\DOODADS\GENERIC\DESTRUCTIBLE\GUARDTOWER\DEST_TOWER_1_M.MDX",0,0,0,0,0,0,0,0,0,0,2.289980,20.438030,1.353300,12.811070,25.570036,5.456131,0
7584,"World\Expansion01\Doodads\Zangar\Rocks\DirtMound_Zangar.mdx",0,0,0,0,0,0,0,0,0,0,-1.692881,-1.063639,-0.010465,1.745944,1.004258,0.666919,0
7585,"World\Expansion01\Doodads\Bloodmyst\Crystals\BloodmystCrystalFloating01.mdx",0,0,0,0,0,0,0,0,0,0,-1.640414,-1.717898,0.096884,1.606210,1.538836,9.662077,0
7586,"World\Expansion02\Doodads\Generic\Vrykul\Cooking\VR_Cookpot_01.mdx",0,0,0,0,0,0,0,0,0,0,-2.068670,-2.079628,-0.032239,1.893373,2.236648,2.021697,0
7587,"World\Expansion01\Doodads\Netherstorm\Dirt\NetherGraveDirtMound01.mdx",0,0,0,0,0,0,0,0,0,0,-2.172897,-2.187397,-0.552710,2.192411,2.177912,0.831943,0
7588,"World\Kalimdor\StoneTalon\ActiveDoodads\Tree\sapling01.mdx",0,0,0,0,0,0,0,0,0,0,-0.555556,-0.555556,0.000454,0.555556,0.555555,1.363397,0
7589,"World\goober\G_PirateFlag_01.mdx",0,0,0,0,0,0,0,0,0,0,-0.471224,-0.529994,-0.122982,0.454460,3.121082,4.234528,0
7590,"World\Expansion02\Doodads\Generic\Vrykul\Brazier\VR_Brazier_01.mdx",0,0,0,0,0,0,0,0,0,0,-2.249175,-1.998572,-0.101326,2.239196,1.983081,4.450825,0
7591,"World\Expansion01\Doodads\Generic\BloodElf\Tables\BE_Table_Large01.mdx",0,0,0,0,0,0,0,0,0,0,-2.088154,-1.036112,0.003039,2.093383,1.096221,0.941632,0
7592,"World\Expansion01\Doodads\Generic\BloodElf\Statues\BE_Statue01.mdx",0,0,0,0,0,0,0,0,0,0,-0.925254,-2.845490,0.002795,1.904780,0.912194,8.139201,0
